id,LastName,FirstName,DaysSinceLastActivity,Active,EMPLID,status,Course,Year,Note,Change,Bottom,Tutor,PlanCode,Programme,FeeStatus,PartTime,PrevInterrupted,Tier4,Withdrawn,Resits,Repeating,Interrupted,RemoteStudy,Placement
152,Leanne,Richardson,1,998,22501059,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Shaw,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
153,Barry,Roberts,1,1415,22996324,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Storey,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
154,Peter,Roberts,1,1072,22780225,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,,Thompson,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
155,David,Robinson,1,4774,22323468,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,Thomson,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
156,Michael,Robinson,1,1272,22069573,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Turner,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
157,Andrew,Ross,1,1688,22510956,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,White,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
158,Anne,Rudden,1,1148,22639981,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Whiteley,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
159,Tarsem,Sandhu,1,1139,22059326,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Wright,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
160,Shaun,Sartin,1,1649,22488821,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Yu,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
161,Elsa,Scholes,1,1564,22117841,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,,Barron,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
162,Richard,Schuster,1,1543,22270377,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Bos,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
163,Michael,Scobie,1,864,22777266,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Brum,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
164,Irene,Scott,1,1359,22535937,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Burns,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
165,Pauline,Sear,1,2305,22542434,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,2,,,,Charles,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
166,Anthony,Severn,1,2395,22098068,Registered,U7UPHYMP - MSci Hons Physics with Medical Physics,2,,,,Clair,U7UPHYMP ,MSci Hons Physics with Medical Physics,,,,,,,,,,
167,Anthony,Shuttleworth,1,2057,22951219,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Felix,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
168,Jake,Skipper,1,3746,22340453,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,Fielding,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
169,Pamela,Slack,1,1568,22671929,Registered,U7UPHYNA - MSci Hons Physics with Nanoscience,2,,,,Foreman,U7UPHYNA ,MSci Hons Physics with Nanoscience,,,,,,,,,,
170,David,Slater,1,1560,22632748,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,2,,,,Hampson,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
171,Anka,Solomon,1,1606,22338906,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Hannay,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
172,Ben,Standfield,1,1309,22894813,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Hanton,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
173,Robert,Stepney,1,941,22015447,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Harkness,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
174,Brian,Stevenson,1,1830,22202009,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Hoang,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
175,Simon,Storey,1,969,22834266,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,2,,,,Hull,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
176,David,Sutton,1,4864,22101574,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,Hurley,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
177,Joergen,Svensen,1,1478,22460999,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Hussain,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
178,Louise,Thomas,1,1857,22496681,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Lee,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
179,Charles,Thomas,1,361,22824880,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,5,Lopes,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
180,Kevin,Thornhill,1,3869,22986334,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,2,,,,Lord,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
181,Catrin,Thornton,1,1096,22796273,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,,Loughlin,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
182,Daniel,Tighe,1,2722,22808206,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,Ly,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
183,Anthony,Tilden,1,1541,22386864,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Mann,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
184,Bernard,Toner,1,1150,22788058,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,2,,,,McGowan,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
185,Bernard,Treacy,1,1367,22727410,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,,Mussell,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
186,Sarah,Turner,1,1046,22234534,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Pearson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
187,Brian,Walker,1,2064,22354721,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Phillips,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
188,Mark,Walker,1,1341,22458930,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,2,,,,Robinson,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
189,Alasdair,Warren,1,1538,22573527,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Rundlett,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
190,Laurence,Watkins,1,1152,22174944,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Sales,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
191,David,White,1,1368,22770375,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Schroder,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
192,Thomas,White,1,1167,22080578,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,2,,,,Shaw,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
193,Kathryn,Wight,1,6840,22967968,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,Storey,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
194,Jeremy,Wilcox,1,6670,22684063,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,Thompson,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
195,Jenny,Wills,1,647,22933135,Registered,U7UPHYSC - MSci Hons Physics,2,,,10,Thomson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
196,Stephen,Wilson,1,1045,22249570,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Turner,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
197,Nellie,Woodall,1,1536,22071962,Registered,U7UPHYSC - MSci Hons Physics,2,,,,White,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
198,Amanda,Woodward,1,1439,22248394,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Whiteley,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
199,Karen,Woolf,1,2254,22865683,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,2,,,,Wright,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
200,Ghulam,Yasin,1,1121,22741612,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Yu,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
201,Steven,Abernethy,1,1991,22818682,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Barron,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
202,Mansoor,Ahmed,1,2009,22389791,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Bos,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
203,Rizvan,Ali,1,1912,22609425,Registered,U6UPHYPL - BSc Jt Hons Physics and Philosophy,2,,,,Brum,U6UPHYPL ,BSc Jt Hons Physics and Philosophy,,,,,,,,,,
204,Syed,Ali,1,1559,22984628,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Burns,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
205,Simon,Andrews,1,1048,22597060,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,2,,,,Charles,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
206,Elizabeth,Arnold,1,2214,22430567,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Clair,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
207,Lucy,Ashmore,1,1361,22245346,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,2,,,,Felix,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
208,Paul,Baker,1,1318,22780327,Registered,U6UPHYMP - BSc Hons Physics with Medical Physics,2,,,,Fielding,U6UPHYMP ,BSc Hons Physics with Medical Physics,,,,,,,,,,
209,Graham,Ball,1,1029,22498820,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,2,,,,Foreman,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
210,Nigel,Ball,1,1852,22707102,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,,Hampson,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
211,Ian,Bamford,1,2401,22031634,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,,Hannay,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
212,Michael,Barlow,1,386,22317389,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,10,Hanton,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
213,Davina,Barnett,1,2241,22681848,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Harkness,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
214,Violet,Baty,1,1078,22326879,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Hoang,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
215,Elizabeth,Baxter,1,1214,22266512,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,Hull,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
216,Gary,Belcher,1,6820,22679589,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,Hurley,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
217,Geoffrey,Bennett,1,1394,22326640,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Hussain,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
218,Malcolm,Bennett,1,2185,22210432,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Lee,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
219,Kerry,Benson,1,1343,22797046,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Lopes,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
220,James,Black,1,4260,22280929,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,Lord,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
221,Ann,Blyth,1,1457,22950161,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Loughlin,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
222,Susan,Bowler,1,1263,22523129,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,2,,,,Ly,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
223,Michele,Brocklebank,1,1814,22760921,Registered,U7UPHYELY - MSci Hons Physics with European Language,2,,,,Mann,U7UPHYELY ,MSci Hons Physics with European Language,,,,,,,,,,
224,Benjamin,Brown,1,1416,22561689,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,2,,,,McGowan,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
225,Jaleni,Brown,1,883,22654476,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Mussell,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
226,Ann,Bruce,1,568,22538139,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,2,,,10,Pearson,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
227,Christopher,Buckingham,1,7814,22598129,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,Phillips,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
228,Reginald,Byford,1,2095,22491262,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Robinson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
229,Robert,Canning,1,2081,22835230,Registered,U7UPHYSC - MSci Hons Physics,2,,,,Rundlett,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
230,Michael,Cannon,1,2607,22624884,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,2,,,,Sales,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
231,Deborah,Carey,1,1647,22386527,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,2,,,,Schroder,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
232,Thomas,Carr,1,1038,22905586,Registered,U6UPHYMP - BSc Hons Physics with Medical Physics,2,,,,Shaw,U6UPHYMP ,BSc Hons Physics with Medical Physics,,,,,,,,,,
233,Edward,Carter,1,2894,22134260,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,Storey,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
234,Suzanne,Cash,1,1797,22221506,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,2,,,,Thompson,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
235,Adele,Cassin,1,693,22337428,Registered,U6UPHYSC - BSc Hons Physics,2,,,10,Thomson,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
236,Nigel,Chadwick,1,1497,22747978,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Turner,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
237,Matthew,Chapman,1,1757,22178041,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,2,,,,White,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
238,Philip,Chatham,1,2286,22338157,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,Whiteley,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
239,Debra,Clark,1,803,22380967,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,2,,,,Wright,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
240,Stephen,Clark,1,3096,22622518,Registered,U6UMTHPY - BSc Hons Mathematical Physics,2,,,,Yu,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
241,Craig,Coleman,1,2330,22480564,Registered,U6UPHYPL - BSc Jt Hons Physics and Philosophy,2,,,,Barron,U6UPHYPL ,BSc Jt Hons Physics and Philosophy,,,,,,,,,,
242,Susan,Cooper,1,619,22612699,Registered,U6UPHYSC - BSc Hons Physics,2,,,10,Bos,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
243,Daniel,Corby,1,2978,22297177,Registered,U7UMTHPY - MSci Hons Mathematical Physics,2,,,,Brum,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
244,Neville,Coultas,1,2006,22758206,Registered,U6UPHYSC - BSc Hons Physics,2,,,,Burns,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
245,Anne,Cox,1,1270,22706922,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,2,,,,Charles,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
246,Wendy,Cox,1,1610,22756708,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,3,,,,Clair,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
247,Andrew,Cunningham,1,991,22961280,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Felix,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
248,John,Cunningham,1,1714,22103878,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,3,,,,Fielding,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
249,Andrew,Daley,1,1490,22019015,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Foreman,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
250,Vera,Dewey,1,499,22602985,Registered,U7UPHYSC - MSci Hons Physics,3,,,10,Hampson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
251,Jessica,Diaz,1,739,22587946,Registered,U6UPHYSC - BSc Hons Physics,3,,,10,Hannay,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
252,Ben,Dillon,1,838,22997125,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Hanton,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
253,Robin,Dixon,1,651,22335603,Registered,U6UPHYTP - BSc Hons Physics with Theoretical Physics,3,,,10,Harkness,U6UPHYTP ,BSc Hons Physics with Theoretical Physics,,,,,,,,,,
254,Christopher,Donoghue,1,1188,22128537,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Hoang,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
255,Anthony,Doxey,1,5272,22123695,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Hull,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
256,Christopher,Drury,1,1640,22727878,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Hurley,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
257,Mai,Duong,1,1113,22574265,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Hussain,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
258,Lisa,Dyson,1,603,22430076,Registered,U7UPHYSC - MSci Hons Physics,3,,,10,Lee,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
259,Adebayo,Emanuel,1,1111,22255301,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,3,,,,Lopes,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
260,Julie,England,1,1563,22509333,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Lord,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
261,Judith,Feldman,1,1780,22012482,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,3,,,,Loughlin,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
262,Amanda,Fenech,1,2409,22161751,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Ly,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
263,Duncan,Ferguson,1,697,22693378,Registered,U7UPHYSC - MSci Hons Physics,3,,,10,Mann,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
264,Peter,Fernandes,1,1090,22365659,Registered,U7UPHYSC - MSci Hons Physics,3,,,,McGowan,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
265,John,Fisk,1,1974,22825288,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Mussell,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
266,Clive,Flower,1,1978,22847242,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Pearson,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
267,Andrew,Foote,1,2075,22327101,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Phillips,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
268,Ansel,Forbes,1,1865,22363313,Registered,U6UPHYAS - BSc Hons Physics with Astronomy,3,,,,Robinson,U6UPHYAS ,BSc Hons Physics with Astronomy,,,,,,,,,,
269,Stuart,Frater,1,1217,22022998,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Rundlett,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
270,Mary,Fulcher,1,1246,22712273,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Sales,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
271,Kurt,Fullman,1,1899,22040220,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Schroder,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
272,Susan,Ghosh,1,1595,22016936,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Shaw,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
273,David,Giles,1,1673,22461145,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Storey,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
274,Phyllis,Gill,1,1756,22257718,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Thompson,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
275,Daniel,Gladstone,1,1844,22069604,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Thomson,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
276,Colin,Glass,1,1666,22728021,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Turner,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
277,Kevin,Godden,1,1422,22617121,Registered,U7UPHYMP - MSci Hons Physics with Medical Physics,3,,,,White,U7UPHYMP ,MSci Hons Physics with Medical Physics,,,,,,,,,,
278,Charles,Gordon,1,3260,22747911,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Whiteley,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
279,Carmel,Greer,1,2613,22702713,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Wright,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
280,Rani,Gupta,1,2541,22018923,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,,Yu,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
281,Eileen,Harrison,1,731,22104332,Registered,U7UPHYNA - MSci Hons Physics with Nanoscience,3,,,10,Barron,U7UPHYNA ,MSci Hons Physics with Nanoscience,,,,,,,,,,
282,Davina,Harvey,1,1169,22843918,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,,Bos,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
283,Scherief,Hassan,1,887,22562547,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Brum,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
284,Ronald,Heartfield,1,1880,22331205,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Burns,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
285,Maxwell,Hines,1,1505,22834237,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Charles,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
286,Nick,Huddleston,1,1676,22546360,Registered,U7UPHYTP - MSci Hons Physics with Theoretical Physics,3,,,,Clair,U7UPHYTP ,MSci Hons Physics with Theoretical Physics,,,,,,,,,,
287,Nigel,Hughes,1,1679,22874296,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Felix,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
288,Janet,Jackson,1,1490,22756341,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Fielding,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
289,Caroline,John,1,1824,22413132,Registered,U7UMTHPY - MSci Hons Mathematical Physics,3,,,,Foreman,U7UMTHPY ,MSci Hons Mathematical Physics,,,,,,,,,,
290,Anthony,John,1,1516,22408392,Registered,U6UPHYMP - BSc Hons Physics with Medical Physics,3,,,,Hampson,U6UPHYMP ,BSc Hons Physics with Medical Physics,,,,,,,,,,
291,Donald,Johnson,1,1394,22062332,Registered,U6UPHYSC - BSc Hons Physics,3,,,,Hannay,U6UPHYSC ,BSc Hons Physics,,,,,,,,,,
292,Patrick,Johnson,1,1900,22102049,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,,Hanton,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
293,Adam,Jones,1,1069,22510449,Registered,U7UPHYMP - MSci Hons Physics with Medical Physics,3,,,,Harkness,U7UPHYMP ,MSci Hons Physics with Medical Physics,,,,,,,,,,
294,Damian,Kelly,1,2284,22536082,Registered,U6UPHYTA - BSc Hons Physics with Theoretical Astrophysics,3,,,,Hoang,U6UPHYTA ,BSc Hons Physics with Theoretical Astrophysics,,,,,,,,,,
295,Partrick,Kelly,1,1058,22360780,Registered,U6UPHYNA - BSc Hons Physics with Nanoscience,3,,,,Hull,U6UPHYNA ,BSc Hons Physics with Nanoscience,,,,,,,,,,
296,Patricia,Kennedy,1,971,22707911,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Hurley,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
297,Omer,Khan,1,2161,22784259,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Hussain,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
298,Shakila,Khan,1,1367,22100167,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,,Lee,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
299,Natalie,Knight,1,3816,22346203,Registered,U6UMTHPY - BSc Hons Mathematical Physics,3,,,,Lopes,U6UMTHPY ,BSc Hons Mathematical Physics,,,,,,,,,,
300,Linda,Lawton,1,2447,22774993,Registered,U7UPHYSC - MSci Hons Physics,3,,,,Lord,U7UPHYSC ,MSci Hons Physics,,,,,,,,,,
301,Howard,Leigh,1,1940,22607476,Registered,U7UPHYAS - MSci Hons Physics with Astronomy,3,,,,Loughlin,U7UPHYAS ,MSci Hons Physics with Astronomy,,,,,,,,,,
302,Ting,Li,1,1400,22662616,Registered,U7UPHYTA - MSci Hons Physics with Theoretical Astrophysics,3,,,,Ly,U7UPHYTA ,MSci Hons Physics with Theoretical Astrophysics,,,,,,,,,,
